Date,PM10 (ug/m3),NOx (ppb),SO2 (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
16-12-2021,259.38,57.26,33.65,80.73,0.78,292.64,147.57,1000.05,0.05,19.64,0.02
17-12-2021,199.78,83.26,31.71,71.05,0.8,268.48,160.44,1000.13,0.05,19.66,0
18-12-2021,250.06,120.05,25.82,81.38,0.7,256.31,130.87,999.8,0.05,19.51,0.02
19-12-2021,177.05,41.61,17.45,63.09,1.63,320.86,141.88,1000.22,0.06,18.59,0
20-12-2021,170.9,40.11,24.16,46.16,1.26,315.94,178.8,1000.24,0.06,17.16,0
21-12-2021,215.31,48.15,25.33,73.27,1.09,295.61,139.2,1000.2,0.05,17.35,0.01
22-12-2021,219.54,62.94,25.08,79.93,1.01,295.47,148.36,1000.04,0.05,18.57,0.02
23-12-2021,259.01,68.41,27.56,82,0.79,283.88,158.62,999.84,0.05,18.61,0.03
24-12-2021,281.58,112.05,22.02,82.79,0.34,239.58,143.97,999.83,0.05,19.01,0.03
25-12-2021,214.28,84.27,15.52,83.1,0.37,180.55,143.63,999.85,0.04,19.77,0.03
26-12-2021,221.29,96.09,13.52,84.97,0.32,158.43,134.5,999.98,0.05,20.62,0.03
27-12-2021,206.63,76.15,13.83,88.62,0.29,183.43,105.15,999.79,0.04,20.91,0.04
28-12-2021,182.44,50.93,15.01,86.57,0.61,168.93,107.64,1000.01,0.04,21.06,0.03
29-12-2021,207.12,52.56,18.95,85.15,0.66,255.7,120.07,1000.07,0.04,20.89,0.03
30-12-2021,207.19,58.85,23.04,98.33,0.7,294.55,107.61,999.96,0.05,19.26,0.06
31-12-2021,151.79,60.94,22.46,88.76,0.98,292.09,164.57,1000.09,0.05,19.51,0.04
01-01-2022,180.47,45.76,29.12,82.61,1.29,317.82,181.79,1000.05,0.06,19.2,0.03
02-01-2022,123.57,72.58,21.35,78.47,0.73,228.98,161.26,1000.33,0.04,20.93,0.02
03-01-2022,163.31,43.43,13.27,58.52,0.84,188.1,170.92,1000.23,0.01,25.79,0
04-01-2022,59.06,19.66,1.29,96.15,0.96,142.82,140.21,1000.53,-0.03,29.27,0.05
05-01-2022,71.37,47.07,9.56,79.02,1.13,206.66,219.44,998.97,0.01,28.94,0.02
06-01-2022,87.89,43.84,5.34,98.48,1.23,173.74,130.45,996.88,0.01,29.86,0.06
07-01-2022,52.27,31.36,7.55,77.43,0.93,175.58,105.88,996.06,0.02,29.04,0.02
08-01-2022,62.53,8.57,9.15,0.07,0.67,210.59,199.46,998.57,0.02,30.12,0
09-01-2022,26.92,39.58,6.83,77.43,0.55,173.49,149.5,1003.38,0,30.6,0.02
10-01-2022,88.15,26.21,5.45,94.35,0.85,263.24,138.18,999.54,0.04,29.32,0.14
11-01-2022,126.95,52.28,22.4,74.58,0.8,316.8,142.72,1008.91,0.06,27.52,0
12-01-2022,198.14,69.64,22.21,59.54,0.85,314.64,145.77,1009.31,0.07,24.61,0
13-01-2022,116.23,55.73,19.88,93.8,0.96,315.13,150.81,1000.22,0.05,20.37,0.05
14-01-2022,109.74,42.84,12.64,98.24,0.75,263.86,120.21,1000.28,0.03,19.01,0.06
15-01-2022,121.54,57.7,16.83,83.14,1.04,308.83,156.79,1000.3,0.06,19.28,0.03
16-01-2022,141.02,45.99,22.52,71.38,1.58,324.19,184.09,1000.42,0.06,18.83,0.01
17-01-2022,160.87,58.72,20.39,79.82,1.4,318.85,176.64,1000.34,0.06,18.02,0.02
18-01-2022,189.57,77.09,17.77,83.13,1.06,289.2,180.63,1000.26,0.05,17.69,0.03
19-01-2022,206.7,79.36,17.22,83.31,0.91,290.1,174.79,1000.1,0.05,17.74,0.03
20-01-2022,210.93,116.47,27.3,81.45,0.7,281.29,167.45,1000.06,0.05,17.66,0.02
21-01-2022,239.36,107.97,20.32,89.76,0.53,189.13,148.98,999.92,0.03,19.44,0.04
22-01-2022,148.49,44.13,12.75,98.53,1.17,157.67,111.12,1000.27,0.02,20.22,0.06
23-01-2022,192.04,48.87,12.58,98.47,0.8,207.1,76.86,1000.29,0.01,19.08,0.06
24-01-2022,141.34,71.63,11.95,98.54,0.57,204.58,97.97,1000.33,0.01,18.19,0.06
25-01-2022,156.67,76.32,10.91,94.5,0.37,236.64,156.29,1000.18,0.04,20.35,0.05
26-01-2022,164.21,59.04,14.72,93.05,1.07,296.95,148.83,1000.26,0.05,20.75,0.05
27-01-2022,155.24,78.13,15.55,75.32,1.24,299.77,170.76,1000.35,0.06,19.3,0.01
28-01-2022,168.13,75.66,14.57,63.81,1.1,290.85,173.68,1000.22,0.05,17.13,0
29-01-2022,189.03,83.13,17.91,71.27,1.16,282.93,192.77,1000.27,0.05,16.9,0.01
30-01-2022,213.03,170,12.4,69.68,0.6,234.78,196.96,1000.04,0.04,17.58,0
31-01-2022,148.14,64.28,23.46,82.13,0.52,161.19,185.7,1000.35,0.03,19.53,0.03
01-02-2022,163.69,39.88,23.54,91.49,1.37,317.28,174.62,1000.11,0.06,17.92,0.04
02-02-2022,144.06,69.19,18.17,74.58,0.43,206.73,146.06,1000.34,0.04,22,0.01
03-02-2022,171.95,43.43,14.79,56.72,0.66,237.34,166.51,1000.24,0.04,26.16,0
04-02-2022,45.31,19.91,1.31,96.56,1.08,140.18,123.07,1000.53,-0.03,29.06,0.05
05-02-2022,45.69,39.65,6.68,93.21,1.57,150.71,210.47,999.37,-0.01,28.12,0.05
06-02-2022,74.48,28.03,7,97.8,1,135.15,139.95,997.04,-0.01,30.25,0.05
07-02-2022,44.03,26.11,6.68,77.43,0.85,170.37,162.9,994.9,0.03,28.36,0.02
08-02-2022,56.37,8.06,8.85,77.43,0.44,191.24,169.26,998.39,0.04,28.94,0.02
09-02-2022,29.47,34.41,4.04,74.59,0.5,166.25,202.35,1003.63,0,30.87,0
10-02-2022,55.29,31.12,10.26,99.45,0.82,240.99,91.87,999.19,0.04,27.42,0.05
11-02-2022,113.33,48.21,19.58,63.57,1.01,327.13,141.17,1007.8,0.06,27.4,0
12-02-2022,216.87,136.01,22.83,56.15,0.76,287.84,80.45,1008.63,0.06,23.25,0
13-02-2022,151.02,70.45,19.29,53.71,1.11,299.37,228.07,1000.35,0.05,20.11,0
14-02-2022,156.34,103.69,21.21,59.31,0.96,277.31,219.94,1000.16,0.05,20.28,0
15-02-2022,186.59,163.44,18.2,65.37,0.75,264.81,215.74,999.9,0.05,20.19,0
16-02-2022,209.46,149.62,25.17,64.38,0.73,280.21,204.9,999.98,0.04,20.82,0
17-02-2022,209.97,118.42,24.94,67.49,0.83,287.04,174.89,1000.12,0.05,22,0
18-02-2022,191.76,154.73,16.51,65.68,0.6,248.6,175.12,999.99,0.04,21.79,0
19-02-2022,197.23,276.76,18.22,58.61,0.56,228.87,199.61,999.85,0.04,22.03,0
20-02-2022,132.33,43.43,18.62,95.74,0.54,209.51,95.84,1000.36,0.03,22.16,0.05
21-02-2022,116.54,43.43,15.28,65.21,0.67,212.14,182.43,1000.36,0.03,23.03,0
22-02-2022,134.25,43.43,19.95,84.71,0.72,197.33,139.54,1000.39,0.02,23.52,0.03
23-02-2022,147.72,43.43,22.91,84.08,0.54,246.36,175.85,1000.22,0.03,23.49,0.03
24-02-2022,98.9,43.43,14.51,89.95,0.76,156.75,172.78,1000.44,0.01,24.18,0.04
25-02-2022,133.95,43.43,19.36,96.08,0.76,235.36,126.25,1000.1,0.03,22.23,0.05
26-02-2022,225.93,43.43,21.49,74.28,0.41,233.82,202.71,999.52,0.04,24.93,0.01
27-02-2022,156.1,43.43,15.9,82.97,0.83,221.15,186.37,1000.09,0.03,24.73,0.03
28-02-2022,116.55,43.43,23.25,72.7,0.98,243.84,197.82,1000.26,0.04,25.48,0.01
01-03-2022,179.73,59.56,19.97,82.18,0.82,279.94,179.83,1000.21,0.05,18.11,0.03
02-03-2022,87.31,30.71,20.76,89.67,0.91,147.66,132.82,1000.48,0.01,22.99,0.04
03-03-2022,197.54,43.43,14.63,68.5,0.64,246.25,168.8,1000.01,0.03,25.97,0
04-03-2022,45.35,19.46,2.25,94.7,1.14,140.34,144.23,1000.54,-0.03,29.23,0.05
05-03-2022,47.17,34.72,8.36,97.05,1.86,154.78,151.98,1000.51,-0.02,27.09,0.05
06-03-2022,73.34,33.32,7.95,98.49,1.11,154.09,142.32,996.86,-0.01,29.62,0.06
07-03-2022,31.31,24.9,7.67,77.43,1.34,150.32,145.74,995.5,0.01,27.98,0.02
08-03-2022,47.05,8.3,7.96,77.43,0.53,177.68,117.24,998.85,0.04,28.62,0.02
09-03-2022,33.93,33.17,8.36,85.4,0.56,174.63,148.91,1001.24,0,29.07,0.09
10-03-2022,39.75,29.48,11.23,99.44,1.29,179.22,101.3,1000.96,0.02,27.43,0.16
11-03-2022,135.74,63.27,12.9,65.49,0.67,289.03,119.56,1008.09,0.05,25.35,0
12-03-2022,236.62,92.62,30.02,53.66,0.73,293.07,164.75,1009.47,0.06,22.27,0
13-03-2022,179.98,43.43,24.53,48.38,1.09,293.89,209.33,1000.13,0.04,27.73,0
14-03-2022,201.45,43.43,23.02,50.63,1.03,286.69,212.09,1000.2,0.04,27.93,0
15-03-2022,169.51,43.43,35.64,43.39,0.73,275.39,208.04,1000.14,0.04,29.51,0
16-03-2022,115.02,43.43,28.85,51.85,0.81,177.25,209.87,999.94,0,30.01,0
17-03-2022,93.02,43.43,6.43,72.3,0.98,146.01,197.82,1000.49,0.01,29.11,0.01
18-03-2022,81.69,43.43,27.87,68.89,0.68,190.61,203.41,1000.5,0.02,28.9,0
19-03-2022,80.97,43.43,12.25,57.05,0.63,185.82,202.22,999.85,0.02,29.2,0
20-03-2022,76.36,43.43,18.01,78.08,0.75,152.85,197.25,999.73,0,28.53,0.02
21-03-2022,70.87,43.43,8.63,81.15,0.85,175.64,182.6,1000.51,0.01,29.07,0.02
22-03-2022,76.89,22.37,6.4,83.97,0.83,185.38,164.49,1000.52,0.01,29.24,0.03
23-03-2022,91.94,23.4,10.33,87.4,0.71,189.82,129.6,999.92,0.01,29.06,0.04
24-03-2022,86.44,22.47,6.91,89.46,0.65,181.15,167.52,1000.52,-0.01,28.78,0.04
25-03-2022,72.09,22.6,16.69,94.76,0.83,152.85,131.51,1000.52,-0.01,28.65,0.05
26-03-2022,68.21,21.35,8.08,98.3,0.8,156.58,113.9,1000.52,-0.01,28.86,0.06
27-03-2022,81.39,21.2,7.12,85.71,1.09,152.71,145.95,1000.52,0.01,29.68,0.03
28-03-2022,88.34,21.04,6.96,82.24,0.71,173.85,176.21,1000.52,-0.01,30.15,0.03
29-03-2022,83.43,20.03,11.98,87.52,0.93,146.55,181.34,999.81,-0.02,29.94,0.04
30-03-2022,68.59,19.72,2.08,92.6,1.27,137.21,154.89,1000.53,-0.03,29.25,0.05
31-03-2022,65.04,19.53,1.4,93.99,1.04,140.37,161.93,1000.53,-0.03,29.33,0.05
01-04-2022,221.43,47.75,15.83,78.72,0.84,301.16,196.7,1000.08,0.05,18.03,0.02
02-04-2022,54.17,31.44,6.98,98.54,1.48,174.59,92.9,1000.3,0.01,19.22,0.06
03-04-2022,207.2,43.43,14.14,60.13,0.57,259.02,178.08,1000.1,0.04,26.38,0
04-04-2022,48.9,18.33,2.13,96.81,0.96,145.99,145.06,1000.53,-0.04,29,0.05
05-04-2022,63.54,39.72,7.93,93.24,1.62,157.91,192.95,1000.51,0,28.64,0.05
06-04-2022,81.61,26.12,5.09,97.3,0.99,138.17,194.84,997.81,-0.03,30.96,0.05
07-04-2022,34.75,24.98,7.3,77.43,1.38,148.38,202.8,995.34,0.01,30.01,0.02
08-04-2022,36.77,7.77,8.47,77.43,1.27,196.2,191.21,998.93,0.02,28.98,0.02
09-04-2022,58.62,35.99,10.2,76.44,0.57,195.13,118.98,1000.67,0.02,29.55,0.01
10-04-2022,30.39,25.83,11.16,99.45,1.94,153.64,128.07,1004.03,0.01,28.14,0.06
11-04-2022,168.26,64.01,17.28,79.68,0.54,262.44,126.86,1009.33,0.05,25.3,0
12-04-2022,217.98,104.6,21.85,59.57,0.78,297.94,186.1,1009.92,0.06,21.72,0
13-04-2022,42.87,16.65,4.87,97.2,1.21,136.11,202.15,999.33,-0.05,29.71,0.05
14-04-2022,39.94,14.92,1.16,97.52,1.08,144.85,182.54,998.26,-0.03,30.46,0.05
15-04-2022,71.84,14.57,5.38,88.7,1,133.76,196.87,998.41,-0.03,31.1,0.04
16-04-2022,49.47,14.12,9.74,93.91,1.19,133.73,192.48,998.47,-0.03,30.43,0.05
17-04-2022,44.24,13.93,9.27,88.15,1.23,135.38,185.72,999.07,-0.04,30.24,0.04
18-04-2022,45.94,13.46,9.51,93.6,1.42,133.02,196.42,999.92,-0.04,30.44,0.05
19-04-2022,53.45,12.17,4.07,94.43,1.74,132.21,175.3,1000.54,-0.06,30.04,0.05
20-04-2022,53.83,15.01,3.56,95.73,1.4,136.34,165.86,1000.52,-0.05,30.29,0.05
21-04-2022,49.35,13.84,7.15,92.2,1.34,134.07,177.93,1000.53,-0.05,30.12,0.04
22-04-2022,56.63,15.25,5.89,87.9,1.14,154.87,151.86,1000.39,-0.02,30.34,0.04
23-04-2022,76.02,15.65,7.26,79.72,0.83,163.2,198.26,1000.45,-0.02,31.94,0.02
24-04-2022,75.91,15.47,7.18,79.83,0.79,160.1,199.05,998.72,-0.02,32.62,0.02
25-04-2022,74.49,13.03,7.67,84.2,0.95,146.87,205.75,999.34,-0.03,32.26,0.03
26-04-2022,71.58,11.26,3.84,93.14,0.91,149.47,214.28,999.76,-0.04,31.57,0.05
27-04-2022,76.62,18.98,14.65,91.68,1.04,136.73,198.33,999.44,-0.03,31.39,0.04
28-04-2022,69.81,25.8,6.18,93.77,1,131.79,184.76,999.88,-0.03,31.32,0.05
29-04-2022,83,28.38,3.33,89.45,1.29,139.56,177.97,998.94,-0.04,31.15,0.04
30-04-2022,93.54,34.96,4.11,88.18,2.14,157.91,164.08,999.21,-0.03,29.33,0.04
01-05-2022,242.23,63.31,21.18,81.88,0.86,283.08,189.53,1000.02,0.05,18.05,0.03
02-05-2022,93.24,87.17,10.92,78.68,1.02,282.69,231.93,1000.33,0.04,19.12,0.02
03-05-2022,175.96,43.43,25.11,64.23,1.03,278.8,175.05,1000.18,0.04,26.99,0
04-05-2022,42.35,17.22,3.92,94.33,0.94,141.62,163.05,1000.44,-0.03,28.76,0.05
05-05-2022,65.12,41.03,8.4,89.77,0.97,215.96,213.94,999.56,0.02,29.12,0.04
06-05-2022,71.78,22.34,7.38,96.12,1.15,129.51,219.84,998.16,-0.04,31.36,0.05
07-05-2022,31.19,30.8,6.24,0.07,1.89,159.45,170.55,995.43,-0.01,29.14,0
08-05-2022,28.2,8.58,8.11,77.43,1.11,163.76,168.48,997.85,0.02,29.26,0.02
09-05-2022,61.26,38.99,7.91,74.59,0.61,167.24,148.88,1000.91,0.01,30.59,0
10-05-2022,29.63,24.35,12,99.44,1.58,154.14,130.29,1005.68,0.02,27.99,0.04
11-05-2022,177.74,103.69,17.91,78.26,0.5,265.34,135.1,1010.77,0.05,25.57,0
12-05-2022,218.09,70.37,22.24,64.04,0.86,307.38,207.98,1010.48,0.06,21.9,0
13-05-2022,70.13,23.95,4.98,98.05,1.04,136.85,194.59,997.34,-0.05,29.83,0.06
14-05-2022,51.44,23.75,6.09,98.3,0.93,150.76,235.01,997.43,-0.04,29.73,0.06
15-05-2022,43.71,22.74,6.83,98.34,1.07,141.58,203.06,998.86,-0.05,30.27,0.06
16-05-2022,47.5,24.06,9.51,97.29,1.23,131.62,224.57,998.58,-0.04,30.69,0.05
17-05-2022,42.72,24.95,6.99,94.54,0.86,134.44,214.05,998.59,-0.04,30.91,0.05
18-05-2022,37.1,23.76,7.27,96.75,0.87,145.72,215.15,998.89,-0.03,30.99,0.05
19-05-2022,42.81,30.09,8.9,98.55,0.78,140.86,114.82,998.82,-0.02,29.84,0.06
20-05-2022,40.92,29.83,5.42,93.98,1.11,143.44,232.42,997.86,-0.03,31.1,0.05
21-05-2022,48.19,34.6,8.16,95.79,1.32,163.47,203.04,995.27,-0.03,29.44,0.05
22-05-2022,65.58,50.06,11.72,93.68,0.62,199.32,113.04,994.63,0.04,28.2,0.05
23-05-2022,64.42,43.36,7.57,90.37,1.06,163.79,222.43,995.79,0.02,29.94,0.04
24-05-2022,65.48,44.46,5.5,91.48,0.71,167.02,194.74,998.68,0.02,29.99,0.04
25-05-2022,73.18,39.59,7.94,84.07,0.71,187.01,215.05,998.56,0.03,30.72,0.03
26-05-2022,108.62,50.49,7.1,88.83,0.53,199.19,205.62,998.45,0.03,30.02,0.04
27-05-2022,133.87,62.5,15.17,78.18,0.77,210.35,209.76,996.62,0.03,31.59,0.02
28-05-2022,110.45,36.48,9.6,76.04,0.88,187.9,227.09,995.98,0.01,32.48,0.01
29-05-2022,74.23,34.65,5.32,95.92,1.39,151.28,165.49,996.77,0.01,29.59,0.05
30-05-2022,78.17,35.05,5.82,90.16,1,143.8,212.06,997.02,0.02,30.67,0.04
31-05-2022,72.55,33.28,3.4,97.96,1.57,148.91,176.71,996.46,0,30.49,0.06
01-06-2022,255.43,53.22,11.03,83.15,0.5,234.95,168.92,999.8,0.04,18.88,0.03
02-06-2022,134.06,62.65,15.22,64.35,0.86,286.75,200.76,1000.39,0.05,18.79,0
03-06-2022,157.16,43.43,19.2,47,0.79,265.45,176.04,1000.34,0.02,27.28,0
04-06-2022,47.08,17.25,4.73,92.61,0.87,140.17,167.72,1000.53,-0.02,28.6,0.05
05-06-2022,78.02,51.45,11.28,77.79,1.06,179.91,261.79,999.64,0.01,30.11,0.02
06-06-2022,72.07,21.66,6.86,95.59,1.17,131.25,209.73,997.55,-0.04,31.27,0.05
07-06-2022,28.87,26.59,7.04,0.04,2.08,152.48,129.98,998.07,-0.01,28.56,0
08-06-2022,23.48,8.88,7.54,77.43,1.5,171.71,173.26,995.66,0,28.6,0.02
09-06-2022,76.8,46.69,6.14,86.45,0.58,215.8,110.79,1002.16,0.04,28.86,0.09
10-06-2022,23.61,23.48,9.24,99.4,0.92,157.2,111.96,1006.68,0.02,27.51,0.01
11-06-2022,145.88,82.37,18.21,78.17,0.4,266.29,127.48,1010.9,0.04,25.47,0
12-06-2022,199.59,29.43,23.79,66.09,0.95,317.21,163,1009.45,0.07,21.95,0
13-06-2022,57.91,39.17,13.03,89.09,1.4,131.1,183.52,998.72,-0.05,31.31,0.04
14-06-2022,47.45,47.42,9.02,36.61,1.17,146.17,201.51,998.37,-0.03,30.76,0
15-06-2022,38.44,33.13,5.82,53.16,0.42,181.7,78.68,998.73,0.01,29.27,0
16-06-2022,48.17,25.72,5.73,96.06,0.79,137.44,117.87,999.16,-0.01,30.28,0.05
17-06-2022,41.21,33.11,5.11,45.24,0.58,175.98,126.62,999.54,0,29.01,0
18-06-2022,37.77,41.11,5.07,77.43,0.41,192.61,69.51,999.39,0.02,27.76,0.02
19-06-2022,31.9,40.96,6.73,77.43,0.55,214.45,139.83,998.97,0.04,28.2,0.02
20-06-2022,33.85,76.02,6.26,77.43,0.53,167.95,116.1,997.31,0.01,28.56,0.02
21-06-2022,45.93,48.29,13.04,77.43,0.66,171.06,179.3,996.44,0.01,29.5,0.02
22-06-2022,37.89,40.72,9.15,77.43,0.9,166.01,123.67,998.58,0.01,28.85,0.02
23-06-2022,34.33,28.66,8.11,77.43,1.12,144.97,184.55,998.96,-0.02,28.97,0.02
24-06-2022,41,31.25,7.17,77.43,1.3,150.69,111.37,998.58,0.01,27.93,0.02
25-06-2022,41.61,29.91,7.1,77.43,1.15,156.67,120.55,997.52,0.02,27.68,0.02
26-06-2022,29.95,28.97,6.74,77.43,1,159.79,132.77,998.95,0.02,27.98,0.02
27-06-2022,31.71,24,6.95,77.43,0.98,141.7,209.15,998.81,-0.02,30.09,0.02
28-06-2022,36.37,21.1,7.7,77.43,0.98,140.83,221.94,998.8,-0.03,30.44,0.02
29-06-2022,35.76,22.03,6.78,77.43,1.22,141.79,172.27,997.41,-0.02,30.17,0.02
30-06-2022,42.45,26.17,5.98,77.43,0.9,163.66,103.3,996.85,0,29.01,0.02
01-07-2022,218.23,43.43,23.31,81.46,0.57,263.38,147.12,999.98,0.05,20.01,0.02
02-07-2022,122.36,62.08,12.63,75.61,0.76,229.41,194.41,1000.31,0.04,19.35,0.01
03-07-2022,185.22,43.43,24.93,49.31,1.13,307.81,184.57,1000.21,0.04,26.5,0
04-07-2022,50.41,18.21,3.05,91.97,1.06,137.27,207.24,1000.53,-0.02,29.03,0.04
05-07-2022,78.87,39.32,4.78,83.35,1.03,187.73,227.21,999.29,0.02,30.61,0.03
06-07-2022,69.7,23.36,6.48,95.29,0.71,149.49,201.7,996.77,-0.01,31.28,0.05
07-07-2022,46.04,24.49,8.14,0.04,2.24,153.86,225.68,998.88,-0.01,29.88,0
08-07-2022,25.02,8.21,9.78,77.43,2.15,160.7,252.18,994.56,-0.01,28.84,0.02
09-07-2022,63.4,39.31,5.17,74.59,0.99,176.59,177.93,1002.73,0.05,30.62,0
10-07-2022,34.68,24.41,10.88,99.29,0.76,178.45,128.04,1006.41,0.04,28.21,0.04
11-07-2022,142.82,62.43,14.83,81.36,0.4,269.15,119.39,1010.42,0.05,25.26,0
12-07-2022,248.83,30.9,24.31,64.35,0.79,287.4,143.59,1009.2,0.06,20.91,0
13-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
14-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
15-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
16-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
17-07-2022,107.34,43.43,10.08,77.43,0.69,210.62,125.4,999.69,0.02,26.03,0.02
18-07-2022,25.53,14.33,4.49,0.01,1.1,142.64,176.99,998.54,-0.02,29.5,0
19-07-2022,29.22,5.71,8.86,0.01,0.71,172.38,180.49,997.5,0,29.49,0
20-07-2022,40.47,12.45,9.84,0.01,0.68,159.77,201.95,997.66,-0.01,29.73,0
21-07-2022,39.48,12.1,10.03,0.06,0.93,150.07,280.81,998,0.01,29.2,0
22-07-2022,30.24,43.43,9.78,0.11,1.73,154.19,286.68,998.93,0,29.05,0
23-07-2022,25.16,43.43,10.23,0.02,1.48,147.05,169.33,999.06,-0.01,27.68,0
24-07-2022,21.39,43.43,9.51,0.01,1.35,151.12,92.57,999.71,0,26.43,0
25-07-2022,27.57,7.09,8.99,0.01,1.11,153.24,114.95,1000.51,0.01,27.16,0
26-07-2022,29.98,6.71,10.94,0.01,0.84,140.89,250.94,1000.53,0,28.48,0
27-07-2022,27.38,7.59,9.56,0.02,0.67,159.46,178.7,1000.47,0.01,28.7,0
28-07-2022,31.41,7.36,9.47,0.01,0.38,186.5,209.58,1000.47,0.03,29.66,0
29-07-2022,34.84,8.41,10.42,0.02,0.47,173.09,201.79,999.61,0.02,29.55,0
30-07-2022,35.24,8.5,13.06,0.04,0.45,154.58,271.11,999.01,0,30.59,0
31-07-2022,41.33,8.47,8.34,0.05,0.47,155.55,159.67,998.52,0.01,29.61,0
01-08-2022,194.59,264.52,16.58,82.07,0.49,258.07,154.58,999.87,0.05,20.9,0.03
02-08-2022,138.13,54.11,33.3,84.18,0.59,196.59,172.62,1000.33,0.04,20.49,0.03
03-08-2022,178.36,43.43,27.66,50.3,1.14,294.59,186.8,1000.19,0.05,26.58,0
04-08-2022,48.73,18.36,2.92,86.84,1.13,136.79,212.41,1000.53,-0.04,28.97,0.03
05-08-2022,65.04,29.31,9.51,85.03,1.22,172.36,205.89,999.37,0,30.52,0.03
06-08-2022,76.71,26.59,8.78,97.4,1.13,142.46,165.82,996.09,-0.02,30.97,0.05
07-08-2022,35.15,25.88,7.29,0.09,2.16,150.57,160.84,998.05,-0.01,29.55,0
08-08-2022,23.77,8.1,8.12,77.43,2.68,156.76,150.53,993.5,-0.03,28.33,0.02
09-08-2022,42.01,38.75,5.27,78.81,1.6,169.12,200.13,1003.55,0.04,30.39,0.03
10-08-2022,37.88,23.96,12.69,89.77,0.74,188.2,150.08,1006.58,0.02,29.69,0
11-08-2022,145.84,57.42,10.31,79.13,0.66,306.25,120.45,1010.3,0.05,25.88,0
12-08-2022,235.58,35.64,24.04,66.89,0.79,304.74,109.63,1009.65,0.07,20.97,0
13-08-2022,50.88,21.91,4.03,77.43,1.89,187.48,188.89,994.01,-0.03,29.02,0.02
14-08-2022,19.47,22.7,3.23,77.43,2.9,155.49,72.94,995.31,-0.05,26.76,0.02
15-08-2022,35.16,21.63,3.77,77.43,1.56,140.05,93.59,999.49,0.01,27.58,0.02
16-08-2022,53.45,21.85,5.14,77.43,0.5,178.34,209.11,999.58,0.03,30.26,0.02
17-08-2022,82.08,22.09,1.74,77.43,0.99,282.44,231.69,997.66,0.05,31.41,0.02
18-08-2022,103.33,22.32,6.12,77.43,1.3,309.22,146.29,995.84,0.07,30.98,0.02
19-08-2022,42,22.58,3.74,77.43,2.41,236.81,67.44,993.25,-0.02,27.29,0.02
20-08-2022,26.71,21.32,4.39,77.43,2.66,149.43,107.93,996.47,-0.03,26.93,0.02
21-08-2022,51.38,21.46,3.81,77.43,1.59,147.23,145.01,997.71,0.01,28.94,0.02
22-08-2022,56.13,20.34,5.95,77.43,0.67,176.24,145.04,997.38,0.03,29.47,0.02
23-08-2022,44.14,17.97,2.94,77.43,0.73,224.86,142.32,999.41,0.04,28.02,0.02
24-08-2022,33.32,12.61,4.08,77.43,1.17,201.27,97.14,1000.62,0.01,26.89,0.02
25-08-2022,36.46,25.32,6.76,77.43,0.89,145.34,183.06,1000.52,0,28.93,0.02
26-08-2022,49.66,21.07,4.28,77.43,0.4,158.51,164.97,999.44,0.02,29.86,0.02
27-08-2022,49.32,27.67,4.46,77.43,0.58,157.49,118.97,999.29,0.01,29.34,0.02
28-08-2022,34.63,43.43,4.83,77.43,1.1,142.9,173.68,1001.39,0,28.97,0.02
29-08-2022,38.07,40.87,5.94,77.43,0.8,147.74,188.58,1004.1,0,30.34,0.02
30-08-2022,29.51,39.02,7.87,77.43,0.37,155.09,180.58,1004.34,0.02,30.76,0.02
31-08-2022,21.93,38.66,6.86,77.43,0.44,152.75,198.81,1002.84,0,30.73,0.02
01-09-2022,198.99,157.98,13.73,83.63,0.41,212.45,185.37,999.84,0.04,21.21,0.03
02-09-2022,135.48,61.39,12.84,88.69,0.61,160.66,159.09,1000.4,0.02,21.45,0.04
03-09-2022,186.57,43.43,29.86,47.67,0.76,262.59,197.8,999.93,0.04,26.97,0
04-09-2022,34.08,17.52,3.73,95.59,1,138.63,224.58,1000.53,-0.03,29.29,0.05
05-09-2022,33.29,29.38,7.38,98.54,1.74,143.57,84.38,1000.49,0,26.91,0.06
06-09-2022,76.82,21.73,8.21,97.78,0.95,149.24,168.29,996.07,-0.02,30.27,0.05
07-09-2022,63.76,27.46,7.15,0.08,2.17,155.81,202.34,996.13,0,29.26,0
08-09-2022,21.47,8.42,9,77.43,3.33,152.99,132.4,992.46,-0.05,27.17,0.02
09-09-2022,53.57,35.49,4.51,74.59,1.24,175.5,150.19,1002.86,0.04,29.94,0
10-09-2022,25.3,20.16,11.27,97.07,0.66,167.65,117.16,1007.78,0.02,29.17,0
11-09-2022,171.02,103.07,10.59,81.24,0.46,251.07,97.64,1010.39,0.05,25.38,0
12-09-2022,233.62,39.92,16.46,79.23,0.68,286.45,128.24,1009.21,0.06,21.29,0
13-09-2022,34.12,32.16,6.2,123.34,1.18,140.58,96.14,1002,-0.01,25.89,0.39
14-09-2022,37.13,33.85,6.08,99.03,0.71,135.1,125.02,1003.35,0,26.16,0
